"DOY"	"Date"	"Year"	"Month"	"Day"	"Port"	"Location"	"Tree"	"code"	"CO2"	"CO2_R2"	"CH4"	"CH4_R2"	"N2O"	"N2O_R2"	"Temp"	"SWC"	"Height"	"BA"	"Diam"	"GWT"	"SF"	"CO2sd"	"CO2_R2sd"	"CH4sd"	"CH4_R2sd"	"N2Osd"	"N2O_R2sd"	"Tempsd"	"SWCsd"	"Heightsd"	"BAsd"	"Diamsd"	"GWTsd"	"SFsd"
103	"4/14/2017"	2017	4	14	2	"2"	"1"	"Stem"	2.20688458333333	0.994604958333333	0.571483791666667	0.797090145833333	NA	NA	15.2724375	0.143272751314496	55	4417.864669	75	NA	0.00247654933333333	0.708970005261639	0.00326669473932407	0.256031838707989	0.0872438845638651	NA	NA	1.01179513642724	0.00113215941834593	0	0	0	NA	0.0019803592983663
103	"4/14/2017"	2017	4	14	3	"3"	"1"	"Stem"	1.4647808125	0.991029041666667	3.554714375	0.996399666666667	NA	NA	15.8693541666667	0.143256579263223	149	4417.864669	75	NA	0.00247654933333333	0.491073335120185	0.00509156351000843	0.505423347549859	0.00229061059671807	NA	NA	2.85791970358787	0.00112467496755707	0	0	0	NA	0.0019803592983663
103	"4/14/2017"	2017	4	14	4	"1"	"2"	"Soil"	4.81201522727273	0.988703613636364	-0.554636272727273	0.854437340954545	-0.0657745454545455	0.253941029590909	13.7971666666667	0.294181364099613	NA	1824.668429	48.2	NA	0.00247654933333333	2.0204319279547	0.0249905680216756	0.210087943275901	0.282980898776355	0.173601493136745	0.200295850778251	0.717150682527232	0.000359853691097039	NA	0	0	NA	0.0019803592983663
103	"4/14/2017"	2017	4	14	5	"2"	"2"	"Stem"	2.217261875	0.998164020833333	0.2778153125	0.688726083333333	NA	NA	16.3155208333333	0.294181364099613	60	1824.668429	48.2	NA	0.00247654933333333	0.372830979894587	0.000694723724868327	0.111967025969684	0.120904323245128	NA	NA	2.21882275620658	0.000359853691097039	0	0	0	NA	0.0019803592983663
103	"4/14/2017"	2017	4	14	6	"3"	"2"	"Stem"	1.83499291666667	0.9968313125	0.218477645833333	0.457286125	NA	NA	16.2138333333333	0.294189805509383	151	1824.668429	48.2	NA	0.00247654933333333	0.633770224837932	0.00114345640030661	0.133181543084706	0.165044344511937	NA	NA	2.55753812784137	0.000367282071088462	0	0	0	NA	0.0019803592983663
103	"4/14/2017"	2017	4	14	7	"1"	"3"	"Soil"	5.41042976190476	0.991400738095238	-0.577218785714286	0.867079223809524	-0.0514510238095238	0.26365847302381	13.3063854166667	0.236770768492254	NA	1104.466167	37.5	NA	0.00247654933333333	3.97719553157262	0.0179572695457989	0.244880458395345	0.264599521422441	0.189465248310573	0.234909487310167	0.595958407776767	0.000642822676306849	NA	0	0	NA	0.0019803592983663
103	"4/14/2017"	2017	4	14	8	"2"	"3"	"Stem"	2.58579666666667	0.998277895833333	0.249257916666667	0.078102350125	NA	NA	15.2793541666667	0.236770768492254	54	1104.466167	37.5	NA	0.00247654933333333	0.243648498013138	0.000830232615114155	0.583929068483133	0.09353145002624	NA	NA	2.25673844817253	0.000642822676306849	0	0	0	NA	0.0019803592983663
103	"4/14/2017"	2017	4	14	9	"3"	"3"	"Stem"	1.50862895833333	0.996609854166667	0.303834125	0.0999087058333333	NA	NA	14.8612083333333	0.236841619670925	154	1104.466167	37.5	NA	0.00247654933333333	0.220687044186318	0.00121243260215341	0.676842471768089	0.0946235185470961	NA	NA	1.6303615091023	0.000601198673052186	0	0	0	NA	0.0019803592983663
104	"4/15/2017"	2017	4	15	1	"1"	"1"	"Soil"	4.41138729166667	0.999069979166667	-0.9771315	0.981380354166667	0.00455789583333334	0.321846164166667	12.7745625	0.141995360722925	NA	4417.864669	75	NA	0.00357211180263158	0.793629495312762	0.00133520230904116	0.0436302775649125	0.0075915408951405	0.2177303997633	0.216574102942344	0.758097451469079	0.0011720146552567	NA	0	0	NA	0.00323733432227455
104	"4/15/2017"	2017	4	15	2	"2"	"1"	"Stem"	2.10180791666667	0.9958165625	0.5500786875	0.822711770833333	NA	NA	15.3462708333333	0.141995360722925	55	4417.864669	75	NA	0.00357211180263158	0.284323537919456	0.00195767795744202	0.21511366245762	0.0582893709456422	NA	NA	1.53612201578299	0.0011720146552567	0	0	0	NA	0.00323733432227455
104	"4/15/2017"	2017	4	15	3	"3"	"1"	"Stem"	1.431415625	0.993164270833333	4.28629229166667	0.997861770833333	NA	NA	15.69575	0.142038654522871	149	4417.864669	75	NA	0.00357211180263158	0.242667295302385	0.00321401590855066	0.394060293568568	0.000995862450987211	NA	NA	2.8266749401711	0.00114812889237413	0	0	0	NA	0.00323733432227455
104	"4/15/2017"	2017	4	15	4	"1"	"2"	"Soil"	4.12677729166667	0.998875	-0.668757479166667	0.970145145833333	0.068457	0.262116337333333	13.5621041666667	0.293282933926121	NA	1824.668429	48.2	NA	0.00357211180263158	0.346713423267499	0.00140554754146004	0.0452872897898562	0.00956441421133929	0.213466887473363	0.18105624497638	0.675635513700389	0.000481751089752499	NA	0	0	NA	0.00323733432227455
104	"4/15/2017"	2017	4	15	5	"2"	"2"	"Stem"	2.02528708333333	0.997817145833333	0.343646416666667	0.7380369375	NA	NA	15.5670833333333	0.293282933926121	60	1824.668429	48.2	NA	0.00357211180263158	0.280201062336675	0.000887660634319783	0.129217824108352	0.14056253686885	NA	NA	2.00154259893771	0.000481751089752499	0	0	0	NA	0.00323733432227455
104	"4/15/2017"	2017	4	15	6	"3"	"2"	"Stem"	1.49058020833333	0.995715770833333	0.2583158125	0.432354166666667	NA	NA	15.3995833333333	0.293277154695383	151	1824.668429	48.2	NA	0.00357211180263158	0.24944933221903	0.0017127766484201	0.290235116840745	0.176050530034221	NA	NA	2.29096424386472	0.000476688544521589	0	0	0	NA	0.00323733432227455
104	"4/15/2017"	2017	4	15	7	"1"	"3"	"Soil"	3.05105	0.998232604166667	-0.535049145833333	0.9351894375	-0.115592895833333	0.299986604583333	13.1534583333333	0.2363226538506	NA	1104.466167	37.5	NA	0.00357211180263158	0.703064076804866	0.00108334859277157	0.160818338988605	0.0410844783663761	0.191699046499351	0.225337119847713	0.705535144822503	0.000825177959109968	NA	0	0	NA	0.00323733432227455
104	"4/15/2017"	2017	4	15	8	"2"	"3"	"Stem"	2.46922166666667	0.998392083333333	0.892435270833333	0.143643803958333	NA	NA	15.624125	0.2363226538506	54	1104.466167	37.5	NA	0.00357211180263158	0.404825503226166	0.000847655560516979	2.26859986059393	0.130816093792935	NA	NA	3.17872400996402	0.000825177959109968	0	0	0	NA	0.00323733432227455
104	"4/15/2017"	2017	4	15	9	"3"	"3"	"Stem"	1.431248125	0.996197916666667	0.124739729166667	0.135889613625	NA	NA	15.113875	0.236363587581296	154	1104.466167	37.5	NA	0.00357211180263158	0.300298181692552	0.00164584500344424	0.152239015340079	0.13664901322617	NA	NA	2.54212213322204	0.000783171606240124	0	0	0	NA	0.00323733432227455
105	"4/16/2017"	2017	4	16	1	"1"	"1"	"Soil"	5.88915473684211	0.999169394736842	-1.0081404	0.982495	-0.0711927666666667	0.347273000666667	14.9244736842105	0.131747002705231	NA	4417.864669	75	NA	0.00456630091304348	0.436050270169856	0.0017981566222952	0.0634323448982682	0.00724532489905436	0.216948284175043	0.268198583854949	1.27472647908923	0.0106009237495141	NA	0	0	NA	0.00458034979210933
105	"4/16/2017"	2017	4	16	2	"2"	"1"	"Stem"	3.02821972222222	0.997724388888889	0.620144107142857	0.830623214285714	NA	NA	18.9024473684211	0.131601968297633	55	4417.864669	75	NA	0.00456630091304348	0.793604517760712	0.00171949494598881	0.128418902623583	0.0638964165730257	NA	NA	2.57681024230613	0.0105560090556024	0	0	0	NA	0.00458034979210933
105	"4/16/2017"	2017	4	16	3	"3"	"1"	"Stem"	1.96569578947368	0.992205552631579	4.548474	0.9979	NA	NA	21.7044473684211	0.131612570836641	149	4417.864669	75	NA	0.00456630091304348	0.48274047840677	0.0145536949087534	0.416072450585747	0.00183413598771425	NA	NA	4.93776301660855	0.0105436408473179	0	0	0	NA	0.00458034979210933
105	"4/16/2017"	2017	4	16	4	"1"	"2"	"Soil"	6.07498421052632	0.998377868421053	-0.7328028	0.966752533333333	-0.0643805666666667	0.275813723333333	15.5584473684211	0.294266443767753	NA	1824.668429	48.2	NA	0.00456630091304348	0.480786144354752	0.00282683797064506	0.0832209988906045	0.0178706133423269	0.226552445243517	0.244754900505654	1.68054399174408	0.000722710537799601	NA	0	0	NA	0.00458034979210933
105	"4/16/2017"	2017	4	16	5	"2"	"2"	"Stem"	2.81274138888889	0.998842444444444	0.326567571428571	0.769907535714286	NA	NA	19.8376052631579	0.294322135981526	60	1824.668429	48.2	NA	0.00456630091304348	0.764338407049263	0.000840592558659201	0.151918026449218	0.123462561647941	NA	NA	3.57114118306952	0.000728548621038181	0	0	0	NA	0.00458034979210933
105	"4/16/2017"	2017	4	16	6	"3"	"2"	"Stem"	2.17283710526316	0.997933868421053	0.210623666666667	0.42935638	NA	NA	20.4545	0.294333614319411	151	1824.668429	48.2	NA	0.00456630091304348	0.626049376900532	0.00112225468542009	0.100281184254159	0.177474179933473	NA	NA	4.11663534738424	0.000741477950229948	0	0	0	NA	0.00458034979210933
105	"4/16/2017"	2017	4	16	7	"1"	"3"	"Soil"	3.43527710526316	0.998092131578947	-0.449128666666667	0.922262633333333	0.0175808666666667	0.254838974	15.1764473684211	0.233720704867486	NA	1104.466167	37.5	NA	0.00456630091304348	0.539729745228305	0.00301392592275194	0.128859115419525	0.0464366950483846	0.150317346081129	0.267304217524075	1.45174412484448	0.00291151943534469	NA	0	0	NA	0.00458034979210933
105	"4/16/2017"	2017	4	16	8	"2"	"3"	"Stem"	3.68064	0.99918009375	0.13267375	0.0524942108333333	NA	NA	21.2217631578947	0.233792166072088	54	1104.466167	37.5	NA	0.00456630091304348	0.908259735151056	0.000362212976886531	0.245555919480722	0.0469988010406945	NA	NA	4.28574022962072	0.00287374223199581	0	0	0	NA	0.00458034979210933
105	"4/16/2017"	2017	4	16	9	"3"	"3"	"Stem"	2.26930473684211	0.997649605263158	0.1937632	0.170298346366667	NA	NA	20.4705	0.233880683532009	154	1104.466167	37.5	NA	0.00456630091304348	0.766157138667957	0.00168495659010145	0.255230586421223	0.139056164089094	NA	NA	3.61877785155277	0.00296894362314903	0	0	0	NA	0.00458034979210933
106	"4/17/2017"	2017	4	17	1	"1"	"1"	"Soil"	NA	NA	NA	NA	NA	NA	NA	NA	NA	4417.864669	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
106	"4/17/2017"	2017	4	17	2	"2"	"1"	"Stem"	NA	NA	NA	NA	NA	NA	NA	NA	55	4417.864669	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA
106	"4/17/2017"	2017	4	17	3	"3"	"1"	"Stem"	NA	NA	NA	NA	NA	NA	NA	NA	149	4417.864669	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA
106	"4/17/2017"	2017	4	17	4	"1"	"2"	"Soil"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1824.668429	48.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
106	"4/17/2017"	2017	4	17	5	"2"	"2"	"Stem"	NA	NA	NA	NA	NA	NA	NA	NA	60	1824.668429	48.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA
106	"4/17/2017"	2017	4	17	6	"3"	"2"	"Stem"	NA	NA	NA	NA	NA	NA	NA	NA	151	1824.668429	48.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA
106	"4/17/2017"	2017	4	17	7	"1"	"3"	"Soil"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1104.466167	37.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
106	"4/17/2017"	2017	4	17	8	"2"	"3"	"Stem"	NA	NA	NA	NA	NA	NA	NA	NA	54	1104.466167	37.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA
106	"4/17/2017"	2017	4	17	9	"3"	"3"	"Stem"	NA	NA	NA	NA	NA	NA	NA	NA	154	1104.466167	37.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA
107	"4/18/2017"	2017	4	18	1	"1"	"1"	"Soil"	NA	NA	NA	NA	NA	NA	NA	NA	NA	4417.864669	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
107	"4/18/2017"	2017	4	18	2	"2"	"1"	"Stem"	NA	NA	NA	NA	NA	NA	NA	NA	55	4417.864669	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA
107	"4/18/2017"	2017	4	18	3	"3"	"1"	"Stem"	NA	NA	NA	NA	NA	NA	NA	NA	149	4417.864669	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA
107	"4/18/2017"	2017	4	18	4	"1"	"2"	"Soil"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1824.668429	48.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
107	"4/18/2017"	2017	4	18	5	"2"	"2"	"Stem"	NA	NA	NA	NA	NA	NA	NA	NA	60	1824.668429	48.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA
107	"4/18/2017"	2017	4	18	6	"3"	"2"	"Stem"	NA	NA	NA	NA	NA	NA	NA	NA	151	1824.668429	48.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA
107	"4/18/2017"	2017	4	18	7	"1"	"3"	"Soil"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1104.466167	37.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
107	"4/18/2017"	2017	4	18	8	"2"	"3"	"Stem"	NA	NA	NA	NA	NA	NA	NA	NA	54	1104.466167	37.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA
107	"4/18/2017"	2017	4	18	9	"3"	"3"	"Stem"	NA	NA	NA	NA	NA	NA	NA	NA	154	1104.466167	37.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA
108	"4/19/2017"	2017	4	19	1	"1"	"1"	"Soil"	NA	NA	NA	NA	NA	NA	NA	NA	NA	4417.864669	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
108	"4/19/2017"	2017	4	19	2	"2"	"1"	"Stem"	NA	NA	NA	NA	NA	NA	NA	NA	55	4417.864669	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA
108	"4/19/2017"	2017	4	19	3	"3"	"1"	"Stem"	NA	NA	NA	NA	NA	NA	NA	NA	149	4417.864669	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA
108	"4/19/2017"	2017	4	19	4	"1"	"2"	"Soil"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1824.668429	48.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
108	"4/19/2017"	2017	4	19	5	"2"	"2"	"Stem"	NA	NA	NA	NA	NA	NA	NA	NA	60	1824.668429	48.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA
108	"4/19/2017"	2017	4	19	6	"3"	"2"	"Stem"	NA	NA	NA	NA	NA	NA	NA	NA	151	1824.668429	48.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA
108	"4/19/2017"	2017	4	19	7	"1"	"3"	"Soil"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1104.466167	37.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
108	"4/19/2017"	2017	4	19	8	"2"	"3"	"Stem"	NA	NA	NA	NA	NA	NA	NA	NA	54	1104.466167	37.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA
108	"4/19/2017"	2017	4	19	9	"3"	"3"	"Stem"	NA	NA	NA	NA	NA	NA	NA	NA	154	1104.466167	37.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA
109	"4/20/2017"	2017	4	20	1	"1"	"1"	"Soil"	12.5182283333333	0.996459333333333	-2.9464375	0.884567333333333	-0.0470258333333333	0.180003316666667	14.8161818181818	0.147741615158521	NA	4417.864669	75	NA	NA	11.8705503568864	0.00377850476599763	3.55028630933088	0.137372114254192	0.139914484608873	0.160018430246799	0.31859341430162	0.000548219335344291	NA	0	0	NA	NA
109	"4/20/2017"	2017	4	20	2	"2"	"1"	"Stem"	3.078844	0.9864896	3.9735012	0.9248542	-0.0609488	0.101499258	17.9153636363636	0.147741615158521	55	4417.864669	75	NA	NA	0.538356677333903	0.023989723108031	4.67586438106001	0.0573519962311688	0.0907940532590103	0.148077041637452	0.504417936383565	0.000548219335344291	0	0	0	NA	NA
109	"4/20/2017"	2017	4	20	3	"3"	"1"	"Stem"	1.85829666666667	0.997988666666667	6.78894	0.998413	-0.0065	0.06886223	20.6667272727273	0.147741615158521	149	4417.864669	75	NA	NA	0.220996195744029	0.000194618430096785	0.936509228945449	0.000242588128316285	0.0466163061599694	0.0649859447377716	1.80448707897336	0.000548219335344291	0	0	0	NA	NA
109	"4/20/2017"	2017	4	20	4	"1"	"2"	"Soil"	24.0482685714286	0.998753857142857	-2.82214342857143	0.881324142857143	0.02288	0.237404111128571	15.9326363636364	0.2927540209768	NA	1824.668429	48.2	NA	NA	26.6947233252469	0.00124542033447499	4.07011799431965	0.124971020972102	0.169209490674528	0.256995495666437	0.434345547399135	0.000339832360781147	NA	0	0	NA	NA
109	"4/20/2017"	2017	4	20	5	"2"	"2"	"Stem"	2.795765	0.989166166666667	0.275081166666667	0.740271833333333	-0.0246856666666667	0.102604068166667	19.0217272727273	0.2927540209768	60	1824.668429	48.2	NA	NA	0.786501237907481	0.0204699156560711	0.132129449228273	0.291623135219699	0.0907908753491598	0.216437010446089	1.35040409440353	0.000339832360781147	0	0	0	NA	NA
109	"4/20/2017"	2017	4	20	6	"3"	"2"	"Stem"	2.1300825	0.99848	0.095272425	0.51452255575	0.050967	0.140026925	19.5009	0.29275771239877	151	1824.668429	48.2	NA	NA	0.115905143220653	0.00050387233832923	0.0651271781587572	0.345944799922378	0.0808925390626354	0.188475380317455	1.49344742495714	0.000297254026284643	0	0	0	NA	NA
109	"4/20/2017"	2017	4	20	7	"1"	"3"	"Soil"	3.83542714285714	0.995889142857143	-0.202508857142857	0.426830808571429	-0.0323278571428571	0.048267308	15.3464	0.235301916754548	NA	1104.466167	37.5	NA	NA	1.0643759881219	0.00743650655950252	0.36701576981034	0.499995656668397	0.0516925608652688	0.0602556303344635	0.36364793718956	0.00293168727451506	NA	0	0	NA	NA
109	"4/20/2017"	2017	4	20	8	"2"	"3"	"Stem"	2.868798	0.9823902	0.0510564	0.11772125	-0.040739	0.259157328	19.7747	0.235302169329478	54	1104.466167	37.5	NA	NA	1.0658784364645	0.0360717271030928	0.0641845905556778	0.118666610298759	0.10523647106398	0.264358896772637	1.26482129172465	0.00293582012511525	0	0	0	NA	NA
109	"4/20/2017"	2017	4	20	9	"3"	"3"	"Stem"	2.047955	0.995272166666667	-0.0011015	0.195330091	-0.02835	0.0813036183333333	18.73345	0.235779947652049	154	1104.466167	37.5	NA	NA	0.457332320938505	0.00172046841974311	0.057128270831962	0.240845526701375	0.0396007891335514	0.0484791640773849	0.807786428388648	0.00146640397929241	0	0	0	NA	NA
110	"4/21/2017"	2017	4	21	1	"1"	"1"	"Soil"	29.9281291666667	0.9966405625	-7.17900729166667	0.985264645833333	0.0643092708333333	0.2421465275	14.3849791666667	0.137077924851048	NA	4417.864669	75	-1.06333975625	NA	5.23895318231645	0.0105469173853255	1.13262979769379	0.0635157593461242	0.187218722476574	0.248760470775005	0.356459171366721	0.00248471511702045	NA	0	0	0.00763317196156302	NA
